"location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","year_id","mx","lower","upper"
534,"Hawaii",15,294,"All causes",3,"Both",1980,871.09408301594,845.233097822933,894.219754254608
534,"Hawaii",15,294,"All causes",3,"Both",1981,848.266843968288,824.559589578486,869.98251863365
534,"Hawaii",15,294,"All causes",3,"Both",1982,836.697602709163,814.479042825031,859.439999847269
534,"Hawaii",15,294,"All causes",3,"Both",1983,846.853371651978,825.387429904901,870.177225192059
534,"Hawaii",15,294,"All causes",3,"Both",1984,837.166342397638,815.673452141175,857.9522866408
534,"Hawaii",15,294,"All causes",3,"Both",1985,838.434965653355,817.294203703719,861.270997893186
534,"Hawaii",15,294,"All causes",3,"Both",1986,819.934337529146,800.387690733862,840.22280268598
534,"Hawaii",15,294,"All causes",3,"Both",1987,828.405428280926,807.869864476408,849.677895894385
534,"Hawaii",15,294,"All causes",3,"Both",1988,796.017563671539,776.087393898691,815.608805508463
534,"Hawaii",15,294,"All causes",3,"Both",1989,805.211493761323,784.689064210691,823.998312225474
534,"Hawaii",15,294,"All causes",3,"Both",1990,799.974825629194,780.266915990932,820.50359897998
534,"Hawaii",15,294,"All causes",3,"Both",1991,786.231684836413,767.654588578298,805.822514320371
534,"Hawaii",15,294,"All causes",3,"Both",1992,778.598603159733,759.878404173323,797.707728188735
534,"Hawaii",15,294,"All causes",3,"Both",1993,789.171994985323,770.039993158694,808.416211911678
534,"Hawaii",15,294,"All causes",3,"Both",1994,778.484600644353,760.362057994569,796.405230153251
534,"Hawaii",15,294,"All causes",3,"Both",1995,789.413941208808,771.183467539379,808.19509252082
534,"Hawaii",15,294,"All causes",3,"Both",1996,779.877522837834,761.965385093414,798.230652034675
534,"Hawaii",15,294,"All causes",3,"Both",1997,756.621327292373,739.857440787875,774.829931746625
534,"Hawaii",15,294,"All causes",3,"Both",1998,746.690509168458,729.969696165091,764.582349892895
534,"Hawaii",15,294,"All causes",3,"Both",1999,748.75856825343,731.103361061024,765.848392721262
534,"Hawaii",15,294,"All causes",3,"Both",2000,736.975298879947,721.145676737536,754.20643349235
534,"Hawaii",15,294,"All causes",3,"Both",2001,733.325056423993,717.196520535439,749.964381487577
534,"Hawaii",15,294,"All causes",3,"Both",2002,735.649103635786,717.792237639754,752.193496690727
534,"Hawaii",15,294,"All causes",3,"Both",2003,726.919046696489,710.381315920031,742.91285035764
534,"Hawaii",15,294,"All causes",3,"Both",2004,708.086387919419,692.026299975893,723.180135983998
534,"Hawaii",15,294,"All causes",3,"Both",2005,691.774991644639,676.64871938328,708.061686521679
534,"Hawaii",15,294,"All causes",3,"Both",2006,690.963544364617,674.906573467966,706.515220048287
534,"Hawaii",15,294,"All causes",3,"Both",2007,674.1344907821,659.330894725588,688.787638516948
534,"Hawaii",15,294,"All causes",3,"Both",2008,656.043229584659,642.900530707175,670.032141167944
534,"Hawaii",15,294,"All causes",3,"Both",2009,663.864523247114,649.52720587808,678.541040219282
534,"Hawaii",15,294,"All causes",3,"Both",2010,633.728433334943,620.797996954043,646.759738517324
