"location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","year_id","mx","lower","upper"
562,"Rhode Island",44,294,"All causes",3,"Both",1980,1069.10681526462,1052.88475739058,1085.68332991536
562,"Rhode Island",44,294,"All causes",3,"Both",1981,1048.44707213522,1032.4635417057,1065.23681257599
562,"Rhode Island",44,294,"All causes",3,"Both",1982,1016.75515400581,1000.58891819184,1031.90855533691
562,"Rhode Island",44,294,"All causes",3,"Both",1983,1023.17801648072,1007.70137190074,1037.97807292804
562,"Rhode Island",44,294,"All causes",3,"Both",1984,1019.50384238704,1004.20070074892,1034.89166159154
562,"Rhode Island",44,294,"All causes",3,"Both",1985,1023.98790987734,1009.1688488353,1039.23527289271
562,"Rhode Island",44,294,"All causes",3,"Both",1986,1016.78069090929,1002.41796006758,1032.33145286359
562,"Rhode Island",44,294,"All causes",3,"Both",1987,1004.98021513417,989.99218678098,1019.24456687495
562,"Rhode Island",44,294,"All causes",3,"Both",1988,993.547708270242,978.95821993795,1008.11738131234
562,"Rhode Island",44,294,"All causes",3,"Both",1989,972.735612600232,958.302002206638,988.163237802203
562,"Rhode Island",44,294,"All causes",3,"Both",1990,958.906562930323,944.613884436985,973.370950285202
562,"Rhode Island",44,294,"All causes",3,"Both",1991,942.728321381737,928.296043905437,957.449803109491
562,"Rhode Island",44,294,"All causes",3,"Both",1992,931.663586672167,918.081301690727,945.212407649888
562,"Rhode Island",44,294,"All causes",3,"Both",1993,938.094506600236,925.017459104526,951.838071489798
562,"Rhode Island",44,294,"All causes",3,"Both",1994,922.003990920146,909.239035981142,934.805867981794
562,"Rhode Island",44,294,"All causes",3,"Both",1995,928.933479775166,915.550662532205,941.616188283985
562,"Rhode Island",44,294,"All causes",3,"Both",1996,908.871251406296,895.458560713575,922.055701982386
562,"Rhode Island",44,294,"All causes",3,"Both",1997,902.36770491597,890.37907145073,914.847829310049
562,"Rhode Island",44,294,"All causes",3,"Both",1998,878.336917321337,865.927880388427,891.522254781423
562,"Rhode Island",44,294,"All causes",3,"Both",1999,881.206228423807,868.526964035143,893.972778858907
562,"Rhode Island",44,294,"All causes",3,"Both",2000,891.672046620378,879.556963711014,903.98160886609
562,"Rhode Island",44,294,"All causes",3,"Both",2001,886.922187225628,874.49782320271,899.947567923814
562,"Rhode Island",44,294,"All causes",3,"Both",2002,889.679552860263,877.072467238362,902.259098855004
562,"Rhode Island",44,294,"All causes",3,"Both",2003,863.455860870664,851.048844225595,875.794976448988
562,"Rhode Island",44,294,"All causes",3,"Both",2004,833.974475026767,822.168853133025,846.676269101835
562,"Rhode Island",44,294,"All causes",3,"Both",2005,835.988804729704,824.902169044685,847.481158955778
562,"Rhode Island",44,294,"All causes",3,"Both",2006,812.082085202235,800.772559786216,824.16357494323
562,"Rhode Island",44,294,"All causes",3,"Both",2007,798.843881840181,787.940662422096,811.483448291566
562,"Rhode Island",44,294,"All causes",3,"Both",2008,785.87321110758,774.205183429301,797.658367061137
562,"Rhode Island",44,294,"All causes",3,"Both",2009,767.281208123935,756.177321166257,778.990081376662
562,"Rhode Island",44,294,"All causes",3,"Both",2010,762.315451491993,750.851277810005,773.415674121098
562,"Rhode Island",44,294,"All causes",3,"Both",2011,758.486461717748,747.206272020085,769.856968248743
562,"Rhode Island",44,294,"All causes",3,"Both",2012,743.534594397566,731.940306325271,754.297651368783
562,"Rhode Island",44,294,"All causes",3,"Both",2013,749.891754717934,739.645330949879,761.43425897029
562,"Rhode Island",44,294,"All causes",3,"Both",2014,753.158624443747,740.890043199381,764.334219299325
562,"Rhode Island",44,294,"All causes",1,"Male",1980,1440.33481489996,1408.89976784681,1471.77798350288
562,"Rhode Island",44,294,"All causes",1,"Male",1981,1413.90230250708,1384.38041959784,1444.29788321772
562,"Rhode Island",44,294,"All causes",1,"Male",1982,1379.10351647298,1349.17473055375,1407.76183052662
562,"Rhode Island",44,294,"All causes",1,"Male",1983,1365.47928883157,1336.32345896678,1393.28222397516
562,"Rhode Island",44,294,"All causes",1,"Male",1984,1369.32954804031,1341.34076153236,1397.89730416299
562,"Rhode Island",44,294,"All causes",1,"Male",1985,1361.70382212859,1332.51357639195,1391.7477671876
562,"Rhode Island",44,294,"All causes",1,"Male",1986,1345.70673962152,1316.27844016252,1375.6194316205
562,"Rhode Island",44,294,"All causes",1,"Male",1987,1332.56752579808,1301.21604309719,1362.87626705833
562,"Rhode Island",44,294,"All causes",1,"Male",1988,1313.68475826796,1287.07189774711,1340.96102299123
562,"Rhode Island",44,294,"All causes",1,"Male",1989,1292.88383393603,1266.01247793652,1322.52122550631
562,"Rhode Island",44,294,"All causes",1,"Male",1990,1258.64573143083,1231.24059540961,1286.33339931448
562,"Rhode Island",44,294,"All causes",1,"Male",1991,1230.1743318992,1200.87728920332,1258.73257636481
562,"Rhode Island",44,294,"All causes",1,"Male",1992,1220.07612629237,1195.4201927784,1246.96761215625
562,"Rhode Island",44,294,"All causes",1,"Male",1993,1221.88183400431,1196.79200838158,1248.47959782983
562,"Rhode Island",44,294,"All causes",1,"Male",1994,1198.24757797227,1170.85933691356,1223.86597975992
562,"Rhode Island",44,294,"All causes",1,"Male",1995,1203.85091985851,1178.67576858181,1229.83786976298
562,"Rhode Island",44,294,"All causes",1,"Male",1996,1164.28153274484,1138.82794849246,1188.22241212016
562,"Rhode Island",44,294,"All causes",1,"Male",1997,1140.74767922414,1118.18416047701,1165.65915725435
562,"Rhode Island",44,294,"All causes",1,"Male",1998,1120.9061310309,1097.72804280251,1144.63350278318
562,"Rhode Island",44,294,"All causes",1,"Male",1999,1101.92904822459,1080.12955368709,1124.54370531508
562,"Rhode Island",44,294,"All causes",1,"Male",2000,1106.10851204001,1084.23245292248,1129.45578267397
562,"Rhode Island",44,294,"All causes",1,"Male",2001,1100.10175239076,1078.12607549368,1123.24662533342
562,"Rhode Island",44,294,"All causes",1,"Male",2002,1101.34282872581,1078.13478915075,1123.06315867683
562,"Rhode Island",44,294,"All causes",1,"Male",2003,1060.38368836133,1038.49605350281,1082.20082604648
562,"Rhode Island",44,294,"All causes",1,"Male",2004,1031.11066261005,1009.06706370926,1054.85913869842
562,"Rhode Island",44,294,"All causes",1,"Male",2005,1018.86180416998,997.10588635612,1038.83753259341
562,"Rhode Island",44,294,"All causes",1,"Male",2006,1002.99003306459,981.987064838642,1024.32430815374
562,"Rhode Island",44,294,"All causes",1,"Male",2007,968.977317832666,949.602317015977,989.884853308324
562,"Rhode Island",44,294,"All causes",1,"Male",2008,965.349267395657,945.543602629471,986.959916106409
562,"Rhode Island",44,294,"All causes",1,"Male",2009,927.706193584966,908.16172240453,947.158252504334
562,"Rhode Island",44,294,"All causes",1,"Male",2010,928.447623518557,909.835461854974,948.238352116477
562,"Rhode Island",44,294,"All causes",1,"Male",2011,919.159053605321,900.180594862135,938.48218837291
562,"Rhode Island",44,294,"All causes",1,"Male",2012,902.874980086968,882.137386439441,924.062919759656
562,"Rhode Island",44,294,"All causes",1,"Male",2013,906.12554086625,886.005434393496,925.437883872564
562,"Rhode Island",44,294,"All causes",1,"Male",2014,898.899980626119,879.694260105276,918.2432876414
562,"Rhode Island",44,294,"All causes",2,"Female",1980,831.035364891222,813.429218903524,848.588361833025
562,"Rhode Island",44,294,"All causes",2,"Female",1981,815.881231272839,798.988724328333,833.349907207107
562,"Rhode Island",44,294,"All causes",2,"Female",1982,788.656580862468,770.494532476726,806.57499823244
