"location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","year_id","mx","lower","upper"
529,"Connecticut",9,294,"All causes",3,"Both",1980,1051.75253115783,1041.12842337844,1061.75416882157
529,"Connecticut",9,294,"All causes",3,"Both",1981,1023.65478475303,1013.85124291515,1032.54848023652
529,"Connecticut",9,294,"All causes",3,"Both",1982,1006.70315657623,997.628693877148,1016.15307111715
529,"Connecticut",9,294,"All causes",3,"Both",1983,996.994324776919,986.929213745802,1006.86647982865
529,"Connecticut",9,294,"All causes",3,"Both",1984,1000.36098186778,991.330312083659,1009.50704046792
529,"Connecticut",9,294,"All causes",3,"Both",1985,992.659806667092,983.641078828089,1002.39241972314
529,"Connecticut",9,294,"All causes",3,"Both",1986,981.696061147321,972.85134416647,990.650618881904
529,"Connecticut",9,294,"All causes",3,"Both",1987,973.946614552581,964.852073886241,982.721476203339
529,"Connecticut",9,294,"All causes",3,"Both",1988,965.751834581764,956.830513743546,974.809137763577
529,"Connecticut",9,294,"All causes",3,"Both",1989,945.562367860209,936.665420050214,954.507630484776
529,"Connecticut",9,294,"All causes",3,"Both",1990,917.700265316882,908.928143981659,926.312505605473
529,"Connecticut",9,294,"All causes",3,"Both",1991,912.542916100392,903.90793388841,921.812051950812
529,"Connecticut",9,294,"All causes",3,"Both",1992,905.203265099689,896.94443372387,913.8535026087
529,"Connecticut",9,294,"All causes",3,"Both",1993,909.411827113542,901.111699901411,917.567891273829
529,"Connecticut",9,294,"All causes",3,"Both",1994,911.362988021824,902.607503533771,920.027280350705
529,"Connecticut",9,294,"All causes",3,"Both",1995,906.395991477697,898.15645362309,914.33585335726
529,"Connecticut",9,294,"All causes",3,"Both",1996,889.825098422169,882.056372994963,898.471531939737
529,"Connecticut",9,294,"All causes",3,"Both",1997,869.277500613682,861.096767844188,877.280484839175
529,"Connecticut",9,294,"All causes",3,"Both",1998,860.0134895359,851.662990441054,867.836274933295
529,"Connecticut",9,294,"All causes",3,"Both",1999,846.927091436261,839.403152516363,854.332211669194
529,"Connecticut",9,294,"All causes",3,"Both",2000,850.502111161795,843.293405141323,858.228269241231
529,"Connecticut",9,294,"All causes",3,"Both",2001,838.161538802642,830.60573608097,845.783180295662
529,"Connecticut",9,294,"All causes",3,"Both",2002,827.111815882611,819.685796261044,834.391006493611
529,"Connecticut",9,294,"All causes",3,"Both",2003,803.283018453941,795.638501527245,810.404052589191
529,"Connecticut",9,294,"All causes",3,"Both",2004,788.32760465114,781.187741800603,795.338552567597
529,"Connecticut",9,294,"All causes",3,"Both",2005,776.167153516271,769.04645953953,783.121720437494
529,"Connecticut",9,294,"All causes",3,"Both",2006,764.320165446429,757.441228424787,771.296244052918
529,"Connecticut",9,294,"All causes",3,"Both",2007,739.04692143022,732.372517798261,745.642962545432
529,"Connecticut",9,294,"All causes",3,"Both",2008,722.9086763123,716.112904541827,729.670042736511
529,"Connecticut",9,294,"All causes",3,"Both",2009,715.426038637073,709.277330135508,722.099700045296
529,"Connecticut",9,294,"All causes",3,"Both",2010,699.405465993176,693.050729882676,705.830388874373
529,"Connecticut",9,294,"All causes",3,"Both",2011,706.583315148901,700.025050818089,713.255296816625
529,"Connecticut",9,294,"All causes",3,"Both",2012,695.411690904088,689.034934944959,701.924141151259
529,"Connecticut",9,294,"All causes",3,"Both",2013,690.141666040662,683.757275863668,696.27016146718
529,"Connecticut",9,294,"All causes",3,"Both",2014,695.521775805388,689.31335743912,701.658727220564
