"location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","year_id","mx","lower","upper"
531,"District of Columbia",11,294,"All causes",3,"Both",1980,1386.75740465228,1359.16916235521,1414.25338139956
531,"District of Columbia",11,294,"All causes",3,"Both",1981,1364.94360492988,1339.51144051415,1391.78385639877
531,"District of Columbia",11,294,"All causes",3,"Both",1982,1316.08006047678,1288.86914300977,1343.24918870514
531,"District of Columbia",11,294,"All causes",3,"Both",1983,1306.05743395455,1279.09698530388,1331.968688824
531,"District of Columbia",11,294,"All causes",3,"Both",1984,1294.42439488267,1270.36936924641,1318.48612865528
531,"District of Columbia",11,294,"All causes",3,"Both",1985,1311.46163300683,1284.07527188802,1337.39688063794
531,"District of Columbia",11,294,"All causes",3,"Both",1986,1339.67534350771,1313.02320389592,1365.94539340236
531,"District of Columbia",11,294,"All causes",3,"Both",1987,1351.30557965812,1325.09618370689,1376.8972171283
531,"District of Columbia",11,294,"All causes",3,"Both",1988,1381.76834132696,1352.60402507185,1407.62165349298
531,"District of Columbia",11,294,"All causes",3,"Both",1989,1376.67684000305,1351.18315594751,1404.28278138373
531,"District of Columbia",11,294,"All causes",3,"Both",1990,1330.70219100554,1305.41703419926,1358.07356254851
531,"District of Columbia",11,294,"All causes",3,"Both",1991,1304.87777656223,1279.91957208545,1332.02009997166
531,"District of Columbia",11,294,"All causes",3,"Both",1992,1307.79451682552,1281.65310693638,1334.2908917448
531,"District of Columbia",11,294,"All causes",3,"Both",1993,1315.81633222215,1290.75849894359,1340.52337170033
531,"District of Columbia",11,294,"All causes",3,"Both",1994,1330.06795358191,1304.50864240446,1356.70508223924
531,"District of Columbia",11,294,"All causes",3,"Both",1995,1298.12998124141,1273.9890332557,1324.77656219712
531,"District of Columbia",11,294,"All causes",3,"Both",1996,1255.86101984008,1230.52975419006,1281.13911946506
531,"District of Columbia",11,294,"All causes",3,"Both",1997,1181.10353191354,1157.59004743085,1205.3533338966
531,"District of Columbia",11,294,"All causes",3,"Both",1998,1161.50712372228,1138.99845908786,1184.30006760568
531,"District of Columbia",11,294,"All causes",3,"Both",1999,1151.13336282312,1125.95307489976,1173.71246520186
531,"District of Columbia",11,294,"All causes",3,"Both",2000,1135.41554049946,1114.13713533637,1160.23601429894
531,"District of Columbia",11,294,"All causes",3,"Both",2001,1129.61869574954,1106.23402618597,1153.46716468618
531,"District of Columbia",11,294,"All causes",3,"Both",2002,1109.34506542192,1086.07861677914,1131.88738416323
531,"District of Columbia",11,294,"All causes",3,"Both",2003,1067.91162381715,1044.45394628448,1091.23036841305
531,"District of Columbia",11,294,"All causes",3,"Both",2004,1042.08458734821,1019.02681944902,1066.77314048015
531,"District of Columbia",11,294,"All causes",3,"Both",2005,1030.97812542129,1009.41037961705,1054.96791060904
531,"District of Columbia",11,294,"All causes",3,"Both",2006,1008.53621856188,986.950831897135,1031.35423383377
531,"District of Columbia",11,294,"All causes",3,"Both",2007,970.858150519934,949.791089467724,992.395682600286
531,"District of Columbia",11,294,"All causes",3,"Both",2008,945.761764404327,924.794735167251,968.144764333308
531,"District of Columbia",11,294,"All causes",3,"Both",2009,900.392914523867,879.312212544471,921.20549164818
531,"District of Columbia",11,294,"All causes",3,"Both",2010,855.884100396574,836.954966244632,875.246696098591
531,"District of Columbia",11,294,"All causes",3,"Both",2011,832.979357478898,813.957241249117,851.334316473714
531,"District of Columbia",11,294,"All causes",3,"Both",2012,825.453372746414,805.861004827914,844.946426786043
531,"District of Columbia",11,294,"All causes",3,"Both",2013,819.421680567345,802.200587108737,836.6919415932
531,"District of Columbia",11,294,"All causes",3,"Both",2014,816.185944204403,798.045431573624,834.176818821129
531,"District of Columbia",11,294,"All causes",1,"Male",1980,1843.07920009415,1794.28098085227,1896.12083101711
531,"District of Columbia",11,294,"All causes",1,"Male",1981,1850.65925762327,1802.88048967804,1899.50771768319
531,"District of Columbia",11,294,"All causes",1,"Male",1982,1777.75878047994,1729.99378834636,1828.20546679424
531,"District of Columbia",11,294,"All causes",1,"Male",1983,1736.28529686247,1688.47609989575,1784.6359341132
531,"District of Columbia",11,294,"All causes",1,"Male",1984,1752.36807174766,1700.92088636074,1801.12135054697
531,"District of Columbia",11,294,"All causes",1,"Male",1985,1775.58551698838,1726.27856269266,1826.04026687383
531,"District of Columbia",11,294,"All causes",1,"Male",1986,1819.25747318411,1768.21732676723,1869.12541519289
531,"District of Columbia",11,294,"All causes",1,"Male",1987,1838.66747260309,1788.81906242544,1887.18970583345
531,"District of Columbia",11,294,"All causes",1,"Male",1988,1895.70006579374,1846.31932085031,1947.73914213498
531,"District of Columbia",11,294,"All causes",1,"Male",1989,1924.97302366424,1873.5921416476,1977.80092110603
531,"District of Columbia",11,294,"All causes",1,"Male",1990,1839.53562627056,1792.4432515974,1892.36835026222
531,"District of Columbia",11,294,"All causes",1,"Male",1991,1817.06907538346,1765.07997653301,1869.51806556355
531,"District of Columbia",11,294,"All causes",1,"Male",1992,1827.37668947723,1774.67460413137,1877.77236356696
531,"District of Columbia",11,294,"All causes",1,"Male",1993,1847.14065380013,1800.53285752436,1901.96554531181
531,"District of Columbia",11,294,"All causes",1,"Male",1994,1854.84197409074,1804.4789575677,1906.1328338897
531,"District of Columbia",11,294,"All causes",1,"Male",1995,1785.89465663574,1736.76883739218,1834.95264574884
531,"District of Columbia",11,294,"All causes",1,"Male",1996,1710.34950245788,1660.48933760729,1759.91998724176
531,"District of Columbia",11,294,"All causes",1,"Male",1997,1534.90997435688,1489.03421074625,1580.60980281252
531,"District of Columbia",11,294,"All causes",1,"Male",1998,1479.66588416623,1436.04473902606,1522.80538028007
531,"District of Columbia",11,294,"All causes",1,"Male",1999,1486.83766318967,1440.58810692345,1531.40525193089
