FID,AFFGEOID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
,0500000US01061,1,ALABAMA,AL,Geneva,1061,"Geneva County, Alabama",574.4080188,26816,0,12666,52,10898,237,5983,671,1281,185,20027,954,4108,358,4896,44,5952,8,5878,488,1120,199.2,4234,21,298,122.3,70,47.2,3615,316,276,114.6,636,144,241,95,22.6,2.5,10.7,1.5,20027,954,21.9,1.9,18.3,0.2,22.2,0,22.2,1.8,10.3,1.8,15.8,0.1,1.2,0.5,0.6,0.4,28.5,2.5,2.5,1,5.8,1.3,0.9,0.4,0.8309,0.7491,0.7685,0.8287,3.1773,0.8523,0.6829,0.405,0.9236,0.7587,2.7701,0.9366,0.5148,0.6269,1.1417,0.5772,0.1016,0.9274,0.6861,0.4763,0.114,2.3053,0.384,9.3945,0.8074,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,4094,376,15.5,1.4,22159
,0500000US01063,1,ALABAMA,AL,Greene,1063,"Greene County, Alabama",647.1043597,8798,0,4991,34,3282,225,3204,511,859,226,13956,1346,1468,237,1487,0,2068,0,2183,235,389,105.8,7239,16,9,64.3,260,97.1,1995,195,124,62.2,401,109,52,53,36.6,5.8,25.9,6.2,13956,1346,24.9,3.9,16.9,0,23.5,0,24.9,2.7,11.9,3.1,82.3,0.2,0.1,0.8,5.2,1.9,40,3.9,3.8,1.9,12.2,3.2,0.6,0.6,0.9904,0.9975,0.9885,0.9144,3.8908,0.9924,0.5466,0.5934,0.971,0.8873,2.9984,0.9825,0.9866,0.1051,1.0917,0.5505,0.7275,0.9911,0.8644,0.9516,0.0493,3.5839,0.9497,11.5648,0.9892,1,1,1,1,4,0,0,1,0,1,1,0,1,0,1,0,1,0,2,8,1323,232,15.1,2.6,8245
,0500000US01065,1,ALABAMA,AL,Hale,1065,"Hale County, Alabama",643.9424457,15393,0,7646,54,5931,240,4213,564,809,161,18774,1857,2130,232,2525,30,3677,45,3279,296,845,139.5,9265,11,69,95.6,203,81.4,2568,260,106,57.3,842,154,300,121,27.9,3.7,13.4,2.6,18774,1857,20.6,2.2,16.4,0.2,23.9,0.3,21.7,1.9,14.2,2.3,60.2,0.1,0.5,0.7,2.7,1.1,33.6,3.4,1.8,1,14.2,2.5,1.9,0.8,0.9433,0.9061,0.8542,0.7921,3.4957,0.9284,0.4951,0.6485,0.9112,0.9653,3.0201,0.985,0.937,0.369,1.306,0.68,0.4842,0.9653,0.4725,0.978,0.4852,3.3852,0.9026,11.2069,0.9736,1,1,0,0,2,0,0,1,1,2,1,0,1,0,1,0,1,0,2,7,1883,312,12.5,2.1,12698
,0500000US01067,1,ALABAMA,AL,Henry,1067,"Henry County, Alabama",561.7499404,17270,0,8934,62,6900,270,2526,445,830,179,22682,1367,2519,299,3312,40,3753,39,3300,291,538,141.7,5503,18,182,102.5,114,74.5,2212,278,57,43.9,480,115,209,142,14.8,2.6,11.1,2.3,22682,1367,20.5,2.4,19.2,0.2,21.7,0.2,19.3,1.7,7.8,2,31.9,0.1,1.1,0.6,1.3,0.8,24.8,3.1,0.8,0.6,7,1.6,1.2,0.8,0.4129,0.7813,0.5584,0.7889,2.5415,0.673,0.7571,0.3457,0.8131,0.377,2.2929,0.7186,0.7278,0.6065,1.3343,0.6975,0.2439,0.8771,0.1105,0.6597,0.2162,2.1073,0.2977,8.276,0.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,287,12.7,1.7,14363
,0500000US01069,1,ALABAMA,AL,Houston,1069,"Houston County, Alabama",579.8254233,103079,0,45844,122,39464,387,18730,816,3901,262,23492,456,10952,379,15736,28,24856,0,17741,547,4494,261.9,33020,57,728,153.3,1462,124.6,6827,332,478,75.2,2519,219,1033,242,18.4,0.8,8.1,0.5,23492,456,15.7,0.5,15.3,0.1,24.1,0,17.4,0.5,11.4,0.7,32,0.1,0.8,0.2,3.2,0.3,14.9,0.7,1.2,0.2,6.4,0.5,1,0.2,0.6431,0.4706,0.4881,0.6024,2.2041,0.5743,0.3862,0.6778,0.6902,0.8596,2.6138,0.887,0.7297,0.5014,1.2311,0.6402,0.5514,0.6342,0.2442,0.5715,0.1436,2.1449,0.3136,8.1939,0.6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14016,562,13.7,0.5,110893
,0500000US01071,1,ALABAMA,AL,Jackson,1071,"Jackson County, Alabama",1077.86743,53012,0,24770,76,20425,446,9567,1040,2427,351,20055,769,9187,570,9204,56,11708,5,9713,665,1629,278,5476,58,335,176.7,301,95.3,5798,412,334,142.7,1074,189,624,180,18.2,2,10.4,1.5,20055,769,24.7,1.5,17.4,0.1,22.1,0,18.5,1.3,8,1.3,10.3,0.1,0.7,0.4,1.2,0.4,23.4,1.7,1.6,0.7,5.3,0.9,1.2,0.3,0.6313,0.7189,0.7663,0.9105,3.0271,0.8106,0.5985,0.3875,0.765,0.4069,2.1579,0.6157,0.3852,0.4702,0.8555,0.4097,0.2295,0.8567,0.4142,0.382,0.2022,2.0847,0.2846,8.1251,0.6148,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8442,772,16.1,1.5,47809
,0500000US01073,1,ALABAMA,AL,Jefferson,1073,"Jefferson County, Alabama",1111.278071,658834,0,302599,376,259397,1647,120510,3221,32049,1344,26896,332,54313,1652,89827,0,153288,0,94584,2036,28017,1163.8,321442,131,9355,920.1,41730,1316.9,10265,604,3683,477,20751,875,15592,923,18.7,0.5,9.9,0.4,26896,332,12.3,0.4,13.6,0,23.3,0,14.5,0.3,10.8,0.4,48.8,0,1.5,0.1,13.8,0.4,3.4,0.2,1.4,0.2,8,0.3,2.4,0.1,0.6619,0.6734,0.2445,0.411,1.9908,0.5056,0.2187,0.56,0.4311,0.8131,2.0229,0.5014,0.8816,0.6947,1.5762,0.8437,0.9389,0.1369,0.3305,0.7717,0.5775,2.7555,0.6224,8.3454,0.6533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,81336,2263,12.5,0.3,764275
,0500000US01075,1,ALABAMA,AL,Lamar,1075,"Lamar County, Alabama",604.8460132,14268,0,7323,65,6147,261,3195,527,591,161,19094,1288,2237,256,2731,28,3094,16,3282,336,647,182.4,1998,18,78,77.7,98,91.8,1289,196,141,96.5,403,108,249,82,22.6,3.7,9.7,2.6,19094,1288,22.1,2.5,19.1,0.2,21.7,0.1,23.3,2.4,10.5,2.9,14,0.1,0.6,0.6,1.3,1.3,17.6,2.7,2.3,1.6,6.6,1.6,1.7,0.6,0.8309,0.6546,0.8351,0.836,3.1566,0.8459,0.7498,0.3422,0.9497,0.7886,2.8303,0.9519,0.4763,0.4285,0.9048,0.439,0.2547,0.716,0.6329,0.6017,0.4225,2.6278,0.5486,9.5196,0.8223,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1768,248,12.5,1.7,13015
,0500000US01077,1,ALABAMA,AL,Lauderdale,1077,"Lauderdale County, Alabama",667.6995694,92780,0,44046,177,38691,558,16944,1023,3444,465,23975,651,10016,641,16246,99,19441,0,14539,890,3219,409.6,13846,51,700,252.5,2087,301.2,4044,433,296,118.8,2741,336,2013,410,18.7,1.1,7.9,1,23975,651,16,1,17.5,0.1,21,0,15.8,1,8.3,1.1,14.9,0.1,0.8,0.3,4.7,0.7,9.2,1,0.8,0.3,7.1,0.9,2.2,0.4,0.6619,0.4457,0.4419,0.6148,2.1643,0.5642,0.61,0.2585,0.5571,0.4629,1.8886,0.3938,0.4963,0.518,1.0143,0.5018,0.6909,0.4177,0.1003,0.6753,0.5377,2.4218,0.4416,7.489,0.4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11045,907,12,1,89004
,0500000US01079,1,ALABAMA,AL,Lawrence,1079,"Lawrence County, Alabama",690.6776747,33835,0,15181,81,13312,270,5751,781,1657,252,21093,1029,5130,496,5210,75,7585,15,6928,549,1142,222.8,7936,45,38,93.4,152,83.5,3514,327,132,68.4,626,158,226,121,17.1,2.3,11.4,1.7,21093,1029,21.9,2.1,15.4,0.2,22.4,0,20.6,1.6,8.6,1.7,23.5,0.1,0.1,0.3,1,0.5,23.1,2.2,1,0.5,4.7,1.2,0.7,0.4,0.5629,0.8058,0.6851,0.8287,2.8825,0.774,0.3964,0.4371,0.8781,0.5097,2.2213,0.6657,0.6291,0.1133,0.7424,0.3445,0.1843,0.852,0.1544,0.2798,0.0599,1.5304,0.0958,7.3766,0.4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294,557,12.8,1.7,26587
,0500000US01081,1,ALABAMA,AL,Lee,1081,"Lee County, Alabama",607.5516542,147790,0,64258,247,56637,695,33625,1629,6162,672,24126,797,10676,773,14264,96,32480,135,16950,918,4849,571.3,46396,197,2350,506.9,8039,708.9,11983,779,990,246.5,2999,361,5446,520,23.6,1.1,8.4,0.9,24126,797,12.5,0.9,9.7,0.1,22,0.1,11.6,0.6,8.6,1,31.4,0.1,1.7,0.4,12.5,1.1,18.6,1.2,1.7,0.4,5.3,0.6,3.7,0.4,0.8615,0.5072,0.4295,0.425,2.2232,0.5801,0.0353,0.3744,0.1831,0.5075,1.1003,0.0519,0.723,0.7192,1.4422,0.7689,0.9258,0.7393,0.4604,0.382,0.7354,3.2429,0.858,8.0086,0.5938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16528,1292,11.3,0.9,153432
,0500000US01083,1,ALABAMA,AL,Limestone,1083,"Limestone County, Alabama",559.9380409,87167,0,35241,511,32156,719,11684,1114,3384,446,25658,984,10367,1058,11290,76,20572,0,11090,785,2628,357.6,19317,85,1227,367.1,962,192.8,4473,516,613,167,1310,245,3954,1319,14.1,1.3,8.4,1,25658,984,17.4,1.8,13,0.1,23.6,0,13.3,0.9,8.2,1.1,22.2,0.1,1.5,0.4,2.7,0.5,12.7,1.4,1.9,0.5,4.1,0.8,4.5,1.5,0.3715,0.5072,0.3193,0.6756,1.8736,0.4734,0.177,0.6125,0.3251,0.4394,1.554,0.1853,0.61,0.6909,1.3009,0.6769,0.4954,0.5568,0.5177,0.1933,0.7848,2.5479,0.5065,7.2763,0.4604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10768,1004,13,1.1,74913
,0500000US01085,1,ALABAMA,AL,Lowndes,1085,"Lowndes County, Alabama",715.9110983,10918,0,5111,33,4287,151,3165,372,720,132,18046,2362,1988,202,1728,0,2574,0,2228,229,608,115.2,8164,18,3,70,14,14.9,1685,165,131,67.6,526,101,93,64,29.3,3.4,16.7,2.8,18046,2362,27.3,2.8,15.8,0,23.6,0,20.6,2.1,14.2,2.6,74.8,0.2,0,0.7,0.3,0.3,33,3.3,3.1,1.6,12.3,2.4,0.9,0.6,0.9545,0.9713,0.8991,0.95,3.7749,0.9793,0.4333,0.6078,0.8781,0.9647,2.8838,0.965,0.9787,0.0554,1.0341,0.5142,0.056,0.9628,0.7861,0.9538,0.0981,2.8567,0.68,10.5495,0.929,1,1,0,1,3,0,0,0,1,1,1,0,1,0,1,0,1,0,2,7,1696,295,15.7,2.7,9738
,0500000US01087,1,ALABAMA,AL,Macon,1087,"Macon County, Alabama",608.8848262,20505,0,10239,129,8039,266,4840,495,1761,206,17113,776,2356,250,3148,25,3926,34,3666,280,1138,162.9,17250,18,110,85.3,267,84.6,2203,240,167,73.2,1107,182,2136,277,26.4,2.6,18.8,2,17113,776,18.7,2,15.4,0.1,19.1,0.2,18.1,1.4,14.2,2,84.1,0.1,0.6,0.4,2.6,0.8,21.5,2.3,2.1,0.9,13.8,2.2,10.4,1.4,0.921,0.9876,0.936,0.7268,3.5715,0.944,0.3964,0.1079,0.7396,0.964,2.2079,0.6533,0.9889,0.4206,1.4094,0.7494,0.4779,0.8134,0.5756,0.9729,0.9392,3.7791,0.9806,10.9678,0.9624,1,1,1,0,3,0,0,0,1,1,1,0,1,0,0,0,1,1,2,7,2796,315,13.8,1.6,22215
,0500000US01089,1,ALABAMA,AL,Madison,1089,"Madison County, Alabama",801.5922981,343229,0,150712,421,135409,1188,44895,2238,17171,1077,32307,595,22776,1157,44299,16,78996,52,42199,1486,11696,622.5,117341,151,4231,572.9,14245,867.4,7599,602,1980,340.8,6885,633,7843,1002,13.4,0.7,9.6,0.6,32307,595,9.9,0.5,12.9,0.1,23,0,12.4,0.4,8.6,0.5,34.2,0,1.3,0.2,9.5,0.6,5,0.4,1.5,0.3,5.1,0.5,2.3,0.3,0.3235,0.6402,0.0761,0.2467,1.2865,0.2872,0.1703,0.5234,0.2445,0.5202,1.4585,0.1394,0.7542,0.6539,1.4082,0.7485,0.8727,0.2168,0.3477,0.348,0.5638,2.3489,0.4097,6.5021,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41483,1737,12.2,0.5,378516
,0500000US01091,1,ALABAMA,AL,Marengo,1091,"Marengo County, Alabama",976.8814648,20489,0,10226,44,8477,278,5054,610,890,177,22529,2786,2185,320,3635,89,4783,101,4567,433,998,177.5,11100,10,38,93,236,132.9,2344,237,115,56.4,1027,199,227,87,25,3,11,2.2,22529,2786,15.7,2.3,17.7,0.4,23.3,0.5,22.5,2.2,11.8,2.1,54.2,0,0.2,0.5,2.3,1.3,22.9,2.3,1.4,0.7,12.1,2.2,1.1,0.4,0.8937,0.773,0.5727,0.6024,2.8418,0.7638,0.6281,0.5686,0.9322,0.8838,3.0127,0.9834,0.9096,0.1773,1.0869,0.5479,0.4292,0.8475,0.3063,0.9491,0.1767,2.7087,0.5963,9.6501,0.8437,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,3,2454,295,12.1,1.5,21452
,0500000US01093,1,ALABAMA,AL,Marion,1093,"Marion County, Alabama",742.2914503,30527,0,14728,114,12602,388,5738,726,1485,247,20125,1207,5451,357,5854,71,6416,104,7269,542,967,193.7,2422,15,104,97,278,135.8,3053,279,185,102.1,726,160,821,259,19.4,2.4,11.4,1.8,20125,1207,25.1,1.6,19.2,0.2,21,0.3,24.4,1.8,7.7,1.5,7.9,0,0.4,0.3,1.9,0.9,20.7,1.9,1.5,0.8,5.8,1.3,2.7,0.8,0.7023,0.8058,0.7603,0.9182,3.1866,0.8542,0.7571,0.2655,0.9663,0.3521,2.341,0.7498,0.3095,0.2951,0.6046,0.2687,0.3613,0.7924,0.3502,0.4763,0.6275,2.6078,0.5377,8.7399,0.7214,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3563,493,12,1.6,29774
,0500000US01095,1,ALABAMA,AL,Marshall,1095,"Marshall County, Alabama",565.8412953,94121,0,40329,103,34524,461,18479,1480,3965,426,20975,686,14318,732,14604,107,23316,0,16277,798,3467,432.7,15972,51,4321,624.2,814,171.3,6370,580,1179,241.4,1985,303,1078,200,19.9,1.6,9.5,1,20975,686,22.9,1.2,15.5,0.1,24.8,0,17.5,0.8,10,1.2,17,0.1,4.9,0.7,2,0.4,15.8,1.4,3.4,0.7,5.7,0.9,1.1,0.2,0.7262,0.6301,0.6966,0.8641,2.9169,0.7851,0.4078,0.7673,0.6979,0.7373,2.6103,0.8844,0.5358,0.9077,1.4435,0.7698,0.3843,0.6651,0.8332,0.4588,0.192,2.5333,0.4967,9.504,0.8208,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16495,882,17.7,0.9,92846
,0500000US01097,1,ALABAMA,AL,Mobile,1097,"Mobile County, Alabama",1229.392097,414045,0,180277,278,154400,1113,80412,3396,21143,1021,23009,353,41121,1440,56779,0,101244,0,61821,1534,17752,802.9,172036,67,3568,654,12903,813.2,15343,969,3126,422.6,10892,625,9940,688,19.9,0.8,11.1,0.5,23009,353,15.1,0.5,13.7,0,24.5,0,15.2,0.4,11.5,0.5,41.6,0,0.9,0.2,7.2,0.5,8.5,0.5,2,0.3,7.1,0.4,2.4,0.2,0.7262,0.7813,0.5323,0.5727,2.6125,0.696,0.2276,0.7211,0.5008,0.8676,2.3171,0.7358,0.8284,0.56,1.3884,0.7335,0.8115,0.3865,0.5603,0.6753,0.5823,3.0159,0.7609,9.334,0.7975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62329,2190,15.3,0.5,438219
,0500000US01099,1,ALABAMA,AL,Monroe,1099,"Monroe County, Alabama",1025.688159,22509,0,11308,52,8390,299,6496,771,1673,294,16273,904,3229,346,3800,58,5493,77,3428,335,831,225.6,10176,21,7,82.2,181,88.4,2695,284,80,48.4,973,202,230,107,29.2,3.5,18.8,3.1,16273,904,21.4,2.3,16.9,0.3,24.4,0.3,15.4,1.5,9.9,2.7,45.2,0.1,0,0.4,1.6,0.8,23.8,2.5,1,0.6,11.6,2.4,1,0.5,0.9535,0.9876,0.9586,0.8163,3.716,0.9733,0.5466,0.7151,0.5174,0.7154,2.4944,0.8354,0.8609,0.0583,0.9191,0.4454,0.3053,0.8618,0.1442,0.937,0.1493,2.3976,0.4308,9.5272,0.8239,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3776,430,16.9,1.9,23979
,0500000US01101,1,ALABAMA,AL,Montgomery,1101,"Montgomery County, Alabama",784.286381,228850,0,102603,352,89143,931,48575,2026,9706,732,25089,466,22135,1221,28702,109,55903,0,34899,1423,12716,709.7,143450,58,3711,548.9,7859,557.9,4236,400,1503,290.7,7324,608,7523,842,22,0.9,8.9,0.6,25089,466,15,0.8,12.5,0.1,24.4,0,15.6,0.6,14.3,0.8,62.7,0,1.7,0.3,7.7,0.5,4.1,0.4,1.7,0.3,8.2,0.7,3.3,0.4,0.8083,0.5645,0.3598,0.5683,2.3009,0.6036,0.1519,0.7176,0.5368,0.9656,2.3719,0.7685,0.9468,0.7249,1.6718,0.8851,0.8262,0.1722,0.4349,0.7883,0.7004,2.922,0.7179,9.2665,0.7873,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,30008,1441,13.4,0.6,286746
,0500000US01103,1,ALABAMA,AL,Morgan,1103,"Morgan County, Alabama",579.3596086,119744,0,51333,200,45856,665,17858,1735,6363,700,24222,916,14785,889,17866,106,28134,0,18687,884,4524,454.6,27469,35,2620,482.4,2707,375.5,5657,548,1147,241.2,2474,344,1799,484,15.1,1.5,10.8,1.2,24222,916,18.1,1.1,14.9,0.1,23.5,0,15.8,0.7,9.9,1,22.9,0,2.3,0.4,5.3,0.7,11,1.1,2.5,0.5,5.4,0.7,1.5,0.4,0.4327,0.7568,0.4225,0.7042,2.3161,0.611,0.3442,0.5918,0.5571,0.71,2.2031,0.6476,0.623,0.7886,1.4117,0.7507,0.7313,0.4935,0.6778,0.4018,0.3435,2.6479,0.5619,8.5788,0.6915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18703,1233,15.8,1,115588
,0500000US01105,1,ALABAMA,AL,Perry,1105,"Perry County, Alabama",719.6633815,10203,0,4705,64,3263,229,3534,605,569,208,12988,1438,1901,268,1880,62,2384,0,2817,310,542,137.3,7158,16,53,87.9,176,86,1115,204,269,102,472,138,739,178,37.4,6.4,18,6.4,12988,1438,30.4,4.3,18.4,0.6,23.4,0,28.2,3.1,16.6,4,70.2,0.2,0.6,0.9,3.7,1.8,23.7,4.4,8.2,3.1,14.5,4.2,7.2,1.7,0.9917,0.9828,0.9927,0.9745,3.9417,0.9971,0.6902,0.5731,0.9889,0.9895,3.2416,0.9987,0.9698,0.4158,1.3855,0.7319,0.6125,0.8602,0.978,0.979,0.8841,4.3139,0.9997,12.8828,1,1,1,1,1,4,0,0,1,1,2,1,0,1,0,0,1,1,0,2,9,1639,288,16.4,2.9,10486
,0500000US01107,1,ALABAMA,AL,Pickens,1107,"Pickens County, Alabama",881.4299102,19629,0,9462,59,7741,250,4929,684,1306,233,17310,811,2901,285,3456,0,4356,0,4675,356,973,154.5,8709,21,75,94.1,117,50.2,2054,231,172,81.3,781,148,375,147,25.6,3.5,16.7,2.9,17310,811,21.4,2.1,17.6,0,22.2,0,24.2,1.8,12.6,2,44.4,0.1,0.4,0.5,1.2,0.5,21.7,2.5,2.2,1,10.1,1.9,1.9,0.7,0.9058,0.9713,0.9306,0.8163,3.624,0.9545,0.618,0.4043,0.9634,0.922,2.9077,0.9685,0.8535,0.3286,1.1821,0.6068,0.2346,0.8173,0.6157,0.8978,0.4747,3.0401,0.7679,10.7539,0.9459,1,1,1,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,2631,360,13.6,1.9,16531
,0500000US01109,1,ALABAMA,AL,Pike,1109,"Pike County, Alabama",672.1037515,33216,0,15514,144,12909,327,8513,840,1626,318,19424,961,3856,339,4419,39,6580,56,4891,364,1465,248.4,14221,24,330,169,671,183.2,3819,307,182,97.6,1176,221,1946,332,27.2,2.6,9.9,1.9,19424,961,20,1.8,13.3,0.1,19.8,0.2,14.8,1.1,11.3,1.9,42.8,0.1,1.1,0.5,4.3,1.2,24.6,2,1.4,0.8,9.1,1.7,5.9,1,0.9306,0.6734,0.8128,0.7749,3.1917,0.8567,0.198,0.1525,0.4578,0.8577,1.666,0.2474,0.8405,0.5903,1.4308,0.7625,0.6622,0.873,0.326,0.8523,0.8456,3.5591,0.9449,9.8475,0.8618,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3749,410,11.4,1.2,50348
,0500000US01111,1,ALABAMA,AL,Randolph,1111,"Randolph County, Alabama",580.5493869,22724,0,11949,85,9016,342,5191,763,1095,212,19324,1660,3965,375,4129,22,5158,51,4031,444,883,193.9,5629,40,39,90,188,95.6,3025,384,380,158.6,544,125,481,189,23.5,3.4,11.4,2.1,19324,1660,25.5,2.4,18.2,0.1,22.7,0.2,18,2,9.8,2.1,24.8,0.2,0.2,0.4,1.6,0.8,25.3,3.2,4.2,1.8,6,1.4,2.1,0.8,0.8593,0.8058,0.8195,0.9249,3.4094,0.9077,0.6765,0.476,0.7348,0.7001,2.5874,0.8749,0.645,0.1652,0.8103,0.3824,0.3002,0.8832,0.8972,0.5129,0.5244,3.1178,0.8029,9.9249,0.8698,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3344,430,14.9,1.9,22874
,0500000US01113,1,ALABAMA,AL,Russell,1113,"Russell County, Alabama",641.1549178,56980,0,25913,86,21568,491,12417,1197,3127,429,19652,783,6959,620,7105,98,14381,148,10125,699,2970,408.4,28141,168,366,215.2,1141,256.4,4028,389,486,168,1767,266,643,199,22.1,2.1,12.4,1.7,19652,783,18.7,1.7,12.5,0.2,25.2,0.3,18.3,1.3,13.8,1.9,49.4,0.3,0.7,0.4,4.4,1,15.5,1.5,2.3,0.8,8.2,1.2,1.1,0.3,0.8112,0.859,0.7966,0.7268,3.1936,0.8571,0.1519,0.8118,0.7533,0.958,2.6749,0.9083,0.8844,0.4836,1.368,0.7211,0.667,0.6549,0.6227,0.7883,0.1872,2.9201,0.7173,10.1566,0.894,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9497,934,17.2,1.7,47380
,0500000US01115,1,ALABAMA,AL,St. Clair,1115,"St. Clair County, Alabama",631.904256,85242,0,35718,145,31673,608,13363,1413,3781,637,23863,913,10327,855,12044,89,19902,41,14195,855,2557,403.6,11464,59,519,237,714,212.3,9020,642,540,165.9,903,233,1927,335,16.1,1.7,9.5,1.5,23863,913,17.6,1.5,14.1,0.1,23.3,0,17,1,8.1,1.3,13.4,0.1,0.6,0.3,2,0.6,25.3,1.8,1.7,0.5,2.9,0.7,2.3,0.4,0.5005,0.6301,0.4534,0.6829,2.2668,0.5931,0.2595,0.5696,0.6587,0.425,1.9128,0.4152,0.4629,0.4607,0.9236,0.4483,0.3824,0.8832,0.4448,0.0713,0.5575,2.3391,0.4034,7.4422,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9316,901,11.2,1.1,67533
,0500000US01117,1,ALABAMA,AL,Shelby,1117,"Shelby County, Alabama",784.9862754,201168,0,82242,224,74790,680,17115,1347,6665,533,33135,685,11778,728,23846,146,50158,0,22792,1165,5152,500.7,41935,219,3778,613.7,6104,524.1,7699,511,819,210.2,2125,303,2710,490,8.6,0.7,6.2,0.5,33135,685,8.7,0.5,11.9,0.1,24.9,0,11.4,0.6,6.9,0.7,20.8,0.1,2,0.3,7.4,0.6,9.4,0.6,1.1,0.3,2.8,0.4,1.3,0.2,0.0732,0.2576,0.0643,0.1675,0.5626,0.0767,0.1172,0.7803,0.1671,0.2381,1.3028,0.0907,0.5909,0.7555,1.3464,0.7068,0.8192,0.4273,0.1945,0.0608,0.2795,1.7813,0.1684,4.993,0.1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19175,1239,9.6,0.6,185670
,0500000US01119,1,ALABAMA,AL,Sumter,1119,"Sumter County, Alabama",903.8881585,13433,0,6770,74,4962,245,4930,527,937,261,14042,809,1895,217,2082,0,2792,0,2801,259,594,138.2,10145,18,76,86,597,174.5,1847,209,102,71.8,779,141,666,184,38.5,4,16.7,4.4,14042,809,22.9,2.6,15.5,0,20.8,0,21,2,12,2.7,75.5,0.1,0.6,0.7,8.8,2.6,27.3,3.1,2.1,1.4,15.7,2.7,5,1.4,0.9936,0.9713,0.9879,0.8641,3.8169,0.986,0.4078,0.2404,0.894,0.8924,2.4346,0.801,0.9793,0.4381,1.4174,0.7545,0.858,0.9134,0.5689,0.9831,0.8058,4.1293,0.9987,11.7982,0.9936,1,1,1,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,2,6,2348,356,17.6,2.7,16811
