"location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","year_id","mx","lower","upper"
102,"United States",0,294,"All causes",3,"Both",1980,1113.75872590965,1112.14649814583,1115.39325540527
102,"United States",0,294,"All causes",3,"Both",1981,1093.80132885297,1092.51658901195,1095.10749694511
102,"United States",0,294,"All causes",3,"Both",1982,1071.56549903362,1070.30010778153,1072.75108714204
102,"United States",0,294,"All causes",3,"Both",1983,1068.21524898519,1067.09190059868,1069.33010095745
102,"United States",0,294,"All causes",3,"Both",1984,1063.27566678331,1062.22282670442,1064.40719514176
102,"United States",0,294,"All causes",3,"Both",1985,1064.32820287557,1063.21286711618,1065.46191626567
102,"United States",0,294,"All causes",3,"Both",1986,1058.0774400027,1056.93109112485,1059.22794331396
102,"United States",0,294,"All causes",3,"Both",1987,1051.01699221771,1049.9579599548,1052.13377899678
102,"United States",0,294,"All causes",3,"Both",1988,1048.06195271938,1046.85977624715,1049.1101161497
102,"United States",0,294,"All causes",3,"Both",1989,1029.44336259601,1028.32813803378,1030.54996279595
102,"United States",0,294,"All causes",3,"Both",1990,1009.4902647339,1008.42760257739,1010.57016262235
102,"United States",0,294,"All causes",3,"Both",1991,999.343286621157,998.208577678101,1000.43283043327
102,"United States",0,294,"All causes",3,"Both",1992,985.066355714489,984.101398034939,986.145608399716
102,"United States",0,294,"All causes",3,"Both",1993,995.070955259086,994.061308255708,996.097854632953
102,"United States",0,294,"All causes",3,"Both",1994,991.823567311384,990.752117897697,992.884332039152
102,"United States",0,294,"All causes",3,"Both",1995,991.98235980068,990.97551238356,993.080488679391
102,"United States",0,294,"All causes",3,"Both",1996,971.337821164846,970.311052496995,972.436611747882
102,"United States",0,294,"All causes",3,"Both",1997,950.533738676042,949.477337458613,951.543832462521
102,"United States",0,294,"All causes",3,"Both",1998,940.199288539784,939.252492386417,941.191830427666
102,"United States",0,294,"All causes",3,"Both",1999,943.582123578856,942.650026903371,944.562845670245
102,"United States",0,294,"All causes",3,"Both",2000,938.139459369457,937.169521220414,939.030976295478
102,"United States",0,294,"All causes",3,"Both",2001,936.601246991998,935.035248499557,938.535390641187
102,"United States",0,294,"All causes",3,"Both",2002,927.514597380657,926.608528011777,928.491218761702
102,"United States",0,294,"All causes",3,"Both",2003,912.289863042548,911.335447467415,913.2563696929
102,"United States",0,294,"All causes",3,"Both",2004,885.504155317693,884.552521403833,886.439366997316
102,"United States",0,294,"All causes",3,"Both",2005,877.730482932405,876.339164799079,879.565723781463
102,"United States",0,294,"All causes",3,"Both",2006,861.098225329495,860.198489266519,862.001166909337
102,"United States",0,294,"All causes",3,"Both",2007,839.942786355448,839.096423893746,840.883547897089
102,"United States",0,294,"All causes",3,"Both",2008,827.85460753971,826.943203753398,828.731480899991
102,"United States",0,294,"All causes",3,"Both",2009,813.658664134573,812.840166176386,814.447834103845
102,"United States",0,294,"All causes",3,"Both",2010,798.349030127849,797.60503717432,799.129929445799
102,"United States",0,294,"All causes",3,"Both",2011,796.146119334073,795.355046191305,797.009351362452
102,"United States",0,294,"All causes",3,"Both",2012,787.739197970242,786.948140516226,788.550880083515
102,"United States",0,294,"All causes",3,"Both",2013,784.217296373859,783.190828630928,785.335390890439
102,"United States",0,294,"All causes",3,"Both",2014,785.658476712951,783.60903644436,787.654548301879
102,"United States",0,294,"All causes",1,"Male",1980,1456.74676258899,1454.24180061336,1459.31827288893
102,"United States",0,294,"All causes",1,"Male",1981,1430.125396151,1428.18641801533,1432.21903175012
102,"United States",0,294,"All causes",1,"Male",1982,1399.88243739044,1397.97564721183,1401.79400727665
102,"United States",0,294,"All causes",1,"Male",1983,1389.33447970475,1387.50008887558,1391.27486480169
102,"United States",0,294,"All causes",1,"Male",1984,1381.31276675178,1379.59492521844,1382.98617398573
102,"United States",0,294,"All causes",1,"Male",1985,1382.8216943406,1380.94428867413,1384.59480679659
102,"United States",0,294,"All causes",1,"Male",1986,1373.7833595379,1371.97677274203,1375.55904346332
102,"United States",0,294,"All causes",1,"Male",1987,1359.08806022335,1357.25009946036,1360.85758922146
102,"United States",0,294,"All causes",1,"Male",1988,1351.83770378261,1349.99523808224,1353.66654171698
102,"United States",0,294,"All causes",1,"Male",1989,1328.47058894428,1326.7294813907,1330.34498202715
102,"United States",0,294,"All causes",1,"Male",1990,1301.54725099304,1299.70073703727,1303.48323338729
102,"United States",0,294,"All causes",1,"Male",1991,1283.97994845709,1282.37314155538,1285.79757191013
102,"United States",0,294,"All causes",1,"Male",1992,1265.48101875653,1263.74333248537,1267.26641054254
102,"United States",0,294,"All causes",1,"Male",1993,1273.53927871027,1271.78260851922,1275.36297666766
102,"United States",0,294,"All causes",1,"Male",1994,1264.98095778837,1263.21227129127,1266.70902864585
102,"United States",0,294,"All causes",1,"Male",1995,1258.73659405068,1257.13172996052,1260.44532848455
102,"United States",0,294,"All causes",1,"Male",1996,1220.77081887906,1219.11175284747,1222.52760818395
102,"United States",0,294,"All causes",1,"Male",1997,1181.08955317247,1179.37193838008,1182.70023259998
102,"United States",0,294,"All causes",1,"Male",1998,1162.46720341585,1160.94001869274,1163.96576667563
102,"United States",0,294,"All causes",1,"Male",1999,1158.97813580572,1157.57078984201,1160.36637482192
102,"United States",0,294,"All causes",1,"Male",2000,1146.60841447091,1145.19370287957,1148.00531784391
102,"United States",0,294,"All causes",1,"Male",2001,1137.98727044529,1135.50550979868,1141.43721833509
102,"United States",0,294,"All causes",1,"Male",2002,1124.80617850554,1123.27861038677,1126.34692899387
102,"United States",0,294,"All causes",1,"Male",2003,1100.96049366914,1099.50764294941,1102.41542826981
102,"United States",0,294,"All causes",1,"Male",2004,1065.06501830235,1063.52986582635,1066.47706271891
102,"United States",0,294,"All causes",1,"Male",2005,1054.92515113969,1052.74043315117,1057.48225034912
102,"United States",0,294,"All causes",1,"Male",2006,1032.01567481192,1030.53712657626,1033.45676629036
102,"United States",0,294,"All causes",1,"Male",2007,1005.41965804378,1003.99769951142,1006.77285565112
102,"United States",0,294,"All causes",1,"Male",2008,989.074711649672,987.683334208155,990.394312688001
102,"United States",0,294,"All causes",1,"Male",2009,967.926237828005,966.650355582794,969.141221040006
102,"United States",0,294,"All causes",1,"Male",2010,949.573526745029,948.399555094776,950.731180648925
102,"United States",0,294,"All causes",1,"Male",2011,943.560883101943,942.353507658019,944.811468522636
102,"United States",0,294,"All causes",1,"Male",2012,932.481138083832,931.146008103302,933.725764184215
102,"United States",0,294,"All causes",1,"Male",2013,927.201799106355,925.458717552382,928.783791226468
102,"United States",0,294,"All causes",1,"Male",2014,930.073129833599,926.758890082883,933.207530508689
102,"United States",0,294,"All causes",2,"Female",1980,871.682884876318,869.814011900425,873.552280034499
102,"United States",0,294,"All causes",2,"Female",1981,858.038839586068,856.366971451158,859.640705486243
102,"United States",0,294,"All causes",2,"Female",1982,843.151200541384,841.695608795446,844.638899382039
102,"United States",0,294,"All causes",2,"Female",1983,845.802778750068,844.364037796636,847.22973056457
102,"United States",0,294,"All causes",2,"Female",1984,843.611457403438,842.261580857865,845.033815881531
102,"United States",0,294,"All causes",2,"Female",1985,844.555917851951,843.188957693887,845.975285784983
102,"United States",0,294,"All causes",2,"Female",1986,839.987143368944,838.595567071433,841.437083540818
102,"United States",0,294,"All causes",2,"Female",1987,837.718411381853,836.25145244058,839.130204710602
102,"United States",0,294,"All causes",2,"Female",1988,837.749340721189,836.323566413677,839.146309830682
102,"United States",0,294,"All causes",2,"Female",1989,821.803817969157,820.528782555158,823.191897231441
102,"United States",0,294,"All causes",2,"Female",1990,806.547968515184,805.221668824625,807.803489044433
102,"United States",0,294,"All causes",2,"Female",1991,800.976902194593,799.605411731418,802.312092211468
102,"United States",0,294,"All causes",2,"Female",1992,789.61826972336,788.459074105373,790.934279355585
102,"United States",0,294,"All causes",2,"Female",1993,799.955197688578,798.811286327915,801.234360127865
102,"United States",0,294,"All causes",2,"Female",1994,799.59455967198,798.403009331441,800.864564428196
102,"United States",0,294,"All causes",2,"Female",1995,803.607429011175,802.324234980503,805.012906995972
102,"United States",0,294,"All causes",2,"Female",1996,795.199352543257,794.012372651678,796.497352919767
102,"United States",0,294,"All causes",2,"Female",1997,787.570873309117,786.33499224268,788.802498061234
102,"United States",0,294,"All causes",2,"Female",1998,781.852296100591,780.65894761734,783.110546086893
102,"United States",0,294,"All causes",2,"Female",1999,788.992474231296,787.780696052921,790.175097276554
102,"United States",0,294,"All causes",2,"Female",2000,787.115111536058,785.930711199603,788.309035110178
102,"United States",0,294,"All causes",2,"Female",2001,788.898207765003,787.531575351172,790.436969669453
102,"United States",0,294,"All causes",2,"Female",2002,781.909424919493,780.730951437081,783.07975034279
102,"United States",0,294,"All causes",2,"Female",2003,770.907672699414,769.727435449707,772.064593528491
102,"United States",0,294,"All causes",2,"Female",2004,749.549960834976,748.364032840521,750.695312620098
