measure_id,measure_name,location_id,location_name,FIPS,sex_id,sex,age_id,age_name,year_id,metric,val,upper,lower
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1980,Years,71.05314534,71.17646953,70.93057606
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1981,Years,71.5057614,71.63360395,71.38939869
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1982,Years,71.85827859,71.98744651,71.72729189
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1983,Years,72.00308798,72.11399877,71.88594804
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1984,Years,72.04574625,72.15558963,71.91815166
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1985,Years,72.20302222,72.31643759,72.08470806
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1986,Years,72.31106149,72.43336934,72.1933236
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1987,Years,72.46666029,72.58587591,72.34633209
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1988,Years,72.58270417,72.70659599,72.46735618
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1989,Years,72.97286988,73.08754521,72.85670004
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1990,Years,73.30187575,73.41444868,73.18416882
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1991,Years,73.54923673,73.66488525,73.4340234
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1992,Years,73.60930211,73.72944049,73.48994063
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1993,Years,73.70769489,73.81545779,73.59533629
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1994,Years,73.88037674,73.99259947,73.76907408
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1995,Years,74.12072682,74.23815284,74.00163094
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1996,Years,74.53774223,74.65003238,74.42384522
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1997,Years,75.21134296,75.31793154,75.10318653
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1998,Years,75.36230495,75.47211676,75.24599134
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,1999,Years,75.52109275,75.6315038,75.41789976
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2000,Years,75.59912142,75.71499219,75.48649762
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2001,Years,75.7232092,75.84805371,75.59882637
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2002,Years,75.81930642,75.92695134,75.715187
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2003,Years,76.08176193,76.19313998,75.97577391
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2004,Years,76.47977573,76.58285714,76.38045623
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2005,Years,76.71648902,76.8245704,76.59826198
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2006,Years,76.88038027,76.99444433,76.76902975
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2007,Years,77.13772229,77.24165255,77.03072137
26,Life expectancy,544,Massachusetts,25,1,Male,161,0,2008,Years,77.39230781,77.49428528,77.28044096
