measure_id,measure_name,location_id,location_name,FIPS,sex_id,sex,age_id,age_name,year_id,metric,val,upper,lower
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1980,Years,71.2369001,71.41731535,71.06261123
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1981,Years,71.67813628,71.85353813,71.51696009
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1982,Years,72.00800178,72.17615008,71.8360751
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1983,Years,72.32507277,72.49515973,72.16478603
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1984,Years,72.43575055,72.60492094,72.27647513
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1985,Years,72.53564795,72.69452348,72.36833872
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1986,Years,72.74191727,72.90326973,72.57481982
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1987,Years,72.83747236,72.99417525,72.68046671
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1988,Years,73.01639674,73.17169744,72.85251797
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1989,Years,73.14206451,73.30573056,72.97296294
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1990,Years,73.66118892,73.81594725,73.49719703
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1991,Years,73.6957426,73.85477698,73.54119734
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1992,Years,73.84261587,73.99538867,73.68937803
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1993,Years,73.9400071,74.0970836,73.78332794
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1994,Years,73.96927453,74.12687889,73.81856578
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1995,Years,74.18661389,74.34129037,74.03806892
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1996,Years,74.71923347,74.87035177,74.56288368
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1997,Years,75.27191041,75.41970563,75.12215298
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1998,Years,75.57091442,75.7198797,75.43134575
26,Life expectancy,529,Connecticut,9,1,Male,161,0,1999,Years,75.79895632,75.94008024,75.64817247
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2000,Years,75.82367346,75.97060529,75.68123139
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2001,Years,76.1403087,76.29505541,75.98545488
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2002,Years,76.18125886,76.33017386,76.03702131
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2003,Years,76.53376038,76.68453621,76.38285716
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2004,Years,76.74690953,76.88863329,76.60495018
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2005,Years,76.92782896,77.06987518,76.76400854
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2006,Years,77.06172189,77.22677288,76.90001838
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2007,Years,77.44377513,77.5960707,77.30041495
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2008,Years,77.74151462,77.88659596,77.58948008
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2009,Years,77.98932717,78.13590257,77.83987027
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2010,Years,78.20201444,78.34430452,78.05844993
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2011,Years,78.13918231,78.28556298,77.9961244
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2012,Years,78.31478486,78.46585883,78.16409306
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2013,Years,78.44043218,78.58406265,78.2933156
26,Life expectancy,529,Connecticut,9,1,Male,161,0,2014,Years,78.39817069,78.54463861,78.25083585
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1980,Years,78.31020753,78.4621259,78.16364942
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1981,Years,78.63903721,78.78453262,78.49664927
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1982,Years,78.8393584,78.97660989,78.70677978
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1983,Years,78.97949574,79.12463395,78.83867349
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1984,Years,78.92133301,79.05372961,78.77576047
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1985,Years,79.09214671,79.22927939,78.94750241
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1986,Years,79.19330553,79.32396119,79.05868425
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1987,Years,79.30908645,79.44352746,79.17313619
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1988,Years,79.3803597,79.52781399,79.24623359
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1989,Years,79.66940304,79.80454026,79.53895009
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1990,Years,79.87429716,80.00796975,79.74218723
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1991,Years,79.99311985,80.13193431,79.84962039
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1992,Years,80.10765044,80.2471817,79.97005738
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1993,Years,80.07049694,80.20067658,79.93983285
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1994,Years,80.08811305,80.21373879,79.95329643
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1995,Years,80.19455719,80.33684409,80.07366796
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1996,Years,80.30864449,80.42773064,80.18893284
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1997,Years,80.51597286,80.65359937,80.38595677
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1998,Years,80.56990653,80.6946798,80.44227607
26,Life expectancy,529,Connecticut,9,2,Female,161,0,1999,Years,80.80953384,80.93678196,80.69325607
26,Life expectancy,529,Connecticut,9,2,Female,161,0,2000,Years,80.75502368,80.87402604,80.63142103
26,Life expectancy,529,Connecticut,9,2,Female,161,0,2001,Years,80.78950337,80.90639276,80.65993783
26,Life expectancy,529,Connecticut,9,2,Female,161,0,2002,Years,81.07558496,81.19270865,80.9540765
26,Life expectancy,529,Connecticut,9,2,Female,161,0,2003,Years,81.31613862,81.43934428,81.19639102
26,Life expectancy,529,Connecticut,9,2,Female,161,0,2004,Years,81.44898961,81.57481894,81.3283148
26,Life expectancy,529,Connecticut,9,2,Female,161,0,2005,Years,81.57236475,81.69244507,81.44558106
