measure_id,measure_name,location_id,location_name,FIPS,sex_id,sex,age_id,age_name,year_id,metric,val,upper,lower
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1980,Years,73.88807318,74.23313769,73.56475645
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1981,Years,74.27962705,74.60036071,73.96682138
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1982,Years,74.61395047,74.91775345,74.31142893
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1983,Years,74.57081878,74.86786002,74.25609283
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1984,Years,74.73545937,75.02718478,74.44142635
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1985,Years,74.73361156,75.03670919,74.41005136
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1986,Years,75.13923444,75.41348155,74.85383535
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1987,Years,74.89466337,75.18507209,74.59004857
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1988,Years,75.37309017,75.66637614,75.0875079
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1989,Years,75.20906169,75.49767084,74.92647112
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1990,Years,75.31638882,75.5980068,75.02404697
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1991,Years,75.6164385,75.88858747,75.33394053
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1992,Years,75.67774768,75.96672362,75.41150377
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1993,Years,75.48659847,75.76968582,75.19803005
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1994,Years,75.7160061,75.97070771,75.45619
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1995,Years,75.69951194,75.9657426,75.43258762
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1996,Years,76.08892175,76.34669926,75.8264632
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1997,Years,76.57721809,76.83277423,76.31767452
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1998,Years,76.76350473,77.00777227,76.50547811
26,Life expectancy,534,Hawaii,15,1,Male,161,0,1999,Years,76.70694222,76.97196508,76.45282252
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2000,Years,76.95260988,77.193846,76.70569977
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2001,Years,77.07539413,77.32023674,76.82098991
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2002,Years,76.97220625,77.23853741,76.73415329
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2003,Years,76.96937265,77.23127627,76.73006214
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2004,Years,77.23502079,77.48885663,76.99324964
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2005,Years,77.47039015,77.71479814,77.21317077
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2006,Years,77.46708004,77.719396,77.21852183
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2007,Years,77.66780034,77.90927368,77.42727573
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2008,Years,77.97650066,78.20771846,77.75833459
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2009,Years,77.83777733,78.07379587,77.59539324
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2010,Years,78.35799288,78.58435347,78.13637832
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2011,Years,78.46060279,78.6996622,78.22290694
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2012,Years,78.4909242,78.72202434,78.26117354
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2013,Years,78.55861668,78.79609007,78.3231367
26,Life expectancy,534,Hawaii,15,1,Male,161,0,2014,Years,78.42350249,78.66649516,78.20598993
26,Life expectancy,534,Hawaii,15,2,Female,161,0,1980,Years,80.06959409,80.39292678,79.75280447
26,Life expectancy,534,Hawaii,15,2,Female,161,0,1981,Years,80.41009616,80.71181078,80.12537397
26,Life expectancy,534,Hawaii,15,2,Female,161,0,1982,Years,80.48992332,80.78117854,80.19529361
26,Life expectancy,534,Hawaii,15,2,Female,161,0,1983,Years,80.46828614,80.75056614,80.16521492
